title,date,raw_date,place,summary,url,supplement_url,Name_1,Name_2,Name_3,Name_4,Name_5,Name_6,Name_7,Name_8,Name_9,Name_10,Name_11,Name_12,Name_13,Name_14,Name_15,Name_16,Name_17,Name_18,Name_19,Name_20,Name_21,Name_22,Name_23,Name_24,Name_25,Name_26,Name_27,Name_28,Name_29,Name_30,Name_31,Name_32,Name_33,Name_34,Name_35,Name_36,Name_37,Name_38,Name_39,Name_40,Name_41,Name_42,Name_43,Name_44,Name_45,Name_46,Name_47,Name_48,Name_49,Name_50,Name_51,Name_52,Name_53,Name_54,Name_55,Name_56,Name_57,Name_58,Name_59,Name_60,Name_61,Name_62,Name_63,Name_64
Встреча с генеральным директором Российского экспортного центра Вероникой Никишиной,2025-04-03,3 апреля 2025 года,"Москва, Кремль","Генеральный директор акционерного общества «Российский экспортный центр» Вероника Никишина доложила Президенту о развитии несырьевого неэнергетического экспорта России, вкладе государственных институтов развития экспорта в реализацию экспортного потенциала отечественного бизнеса.",http://kremlin.ru/events/president/news/76627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Встреча с главой Бурятии Алексеем Цыденовым,2025-04-02,2 апреля 2025 года,"Москва, Кремль","Владимир Путин провёл встречу с главой Республики Бурятия Алексеем Цыденовым. Обсуждалось социально-экономическое развитие региона, помощь участникам СВО и их семьям. Отдельно затронута ситуация в сфере экологии и обращения с отходами.",http://kremlin.ru/events/president/news/76616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Андрей Кикоть назначен первым заместителем Министра внутренних дел – начальником Службы по вопросам гражданства и регистрации иностранных граждан,2025-04-02,2 апреля 2025 года,No location,Глава государства подписал Указ «О первом заместителе Министра внутренних дел Российской Федерации – начальнике Службы по вопросам гражданства и регистрации иностранных граждан Министерства внутренних дел Российской Федерации».,http://kremlin.ru/events/president/news/76613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Указ о совершенствовании государственного управления в сфере миграции,2025-04-02,2 апреля 2025 года,No location,Владимир Путин подписал Указ «О совершенствовании государственного управления в сфере миграции».,http://kremlin.ru/events/president/news/76612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Встреча с Президентом Республики Сербской Милорадом Додиком,2025-04-01,1 апреля 2025 года,"Москва, Кремль","В Кремле Владимир Путин принял Президента Республики Сербской Милорада Додика, который накануне прибыл в Москву.",http://kremlin.ru/events/president/news/76608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Встреча с Министром иностранных дел Китая Ван И,2025-04-01,1 апреля 2025 года,"Москва, Кремль","В Кремле состоялась встреча Владимира Путина с членом Политбюро Центрального комитета Коммунистической партии Китая, руководителем Канцелярии Комиссии ЦК КПК по иностранным делам, Министром иностранных дел КНР Ван И.",http://kremlin.ru/events/president/news/76606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Совещание с постоянными членами Совета Безопасности,2025-04-01,1 апреля 2025 года,"Москва, Кремль",Владимир Путин провёл по видеосвязи оперативное совещание с постоянными членами Совета Безопасности.,http://kremlin.ru/events/president/news/76600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Завершена аккредитация журналистов на освещение мероприятий, посвящённых 80-й годовщине Победы в Великой Отечественной войне 1941–1945 годов",2025-03-31,31 марта 2025 года,No location,,http://kremlin.ru/events/president/news/76388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Встреча с генеральным директором госкорпорации «Роскосмос» Дмитрием Бакановым,2025-03-31,31 марта 2025 года,"Москва, Кремль",Президент провёл рабочую встречу с генеральным директором госкорпорации «Роскосмос» Дмитрием Бакановым.,http://kremlin.ru/events/president/news/76574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Поздравление мусульманам России с праздником Ураза-байрам,2025-03-30,30 марта 2025 года,No location,Владимир Путин поздравил российских мусульман с праздником Ураза-байрам.,http://kremlin.ru/events/president/news/76571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Встреча с губернатором Ленинградской области Александром Дрозденко,2025-03-28,28 марта 2025 года,"Москва, Кремль","Президент провёл рабочую встречу с губернатором Ленинградской области Александром Дрозденко. Обсуждались меры поддержки участников специальной военной операции, а также актуальные социально-экономические вопросы региона.",http://kremlin.ru/events/president/news/76567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
